0	9.072507922	16.71234274	22.99620838	27.36	6.590174505	13.88893084	20.91445433	8.064142856	14.49766878	21.42462135	12.59485609	18.19731848	23.50775191	9.6	17.68361954	23.57503765	27.5540487	28.99533756
9.072507922	0	8.50562167	16.32	22.99620838	6.076314673	9.467079803	16.49028805	12.03833876	14.5115678	19.49178288	18.02558182	20.86206126	23.66283161	17.68361954	24	27.63232889	29.0231356	27.5540487
16.71234274	8.50562167	0	8.50562167	16.71234274	11.06345335	7.2	11.06345335	16.09968944	14.4	16.09968944	21.63330765	21.6	21.63330765	23.57503765	27.63232889	28.8	27.63232889	23.57503765
22.99620838	16.32	8.50562167	0	9.072507922	16.49028805	9.467079803	6.076314673	19.49178288	14.5115678	12.03833876	23.66283161	20.86206126	18.02558182	27.5540487	29.0231356	27.63232889	24	17.68361954
27.36	22.99620838	16.71234274	9.072507922	0	20.91445433	13.88893084	6.590174505	21.42462135	14.49766878	8.064142856	23.50775191	18.19731848	12.59485609	28.99533756	27.5540487	23.57503765	17.68361954	9.6
6.590174505	6.076314673	11.06345335	16.49028805	20.91445433	0	7.299315036	14.4	6	9.372299611	15.6	12	15.0359569	18.74459922	12.59485609	18.02558182	21.63330765	23.66283161	23.50775191
13.88893084	9.467079803	7.2	9.467079803	13.88893084	7.299315036	0	7.299315036	10.18233765	7.2	10.18233765	15.0359569	14.4	15.0359569	18.19731848	20.86206126	21.6	20.86206126	18.19731848
20.91445433	16.49028805	11.06345335	6.076314673	6.590174505	14.4	7.299315036	0	15.6	9.372299611	6	18.74459922	15.0359569	12	23.50775191	23.66283161	21.63330765	18.02558182	12.59485609
8.064142856	12.03833876	16.09968944	19.49178288	21.42462135	6	10.18233765	15.6	0	7.2	14.4	6	10.18233765	15.6	8.064142856	12.03833876	16.09968944	19.49178288	21.42462135
14.49766878	14.5115678	14.4	14.5115678	14.49766878	9.372299611	7.2	9.372299611	7.2	0	7.2	9.372299611	7.2	9.372299611	14.49766878	14.5115678	14.4	14.5115678	14.49766878
21.42462135	19.49178288	16.09968944	12.03833876	8.064142856	15.6	10.18233765	6	14.4	7.2	0	15.6	10.18233765	6	21.42462135	19.49178288	16.09968944	12.03833876	8.064142856
12.59485609	18.02558182	21.63330765	23.66283161	23.50775191	12	15.0359569	18.74459922	6	9.372299611	15.6	0	7.299315036	14.4	6.590174505	6.076314673	11.06345335	16.49028805	20.91445433
18.19731848	20.86206126	21.6	20.86206126	18.19731848	15.0359569	14.4	15.0359569	10.18233765	7.2	10.18233765	7.299315036	0	7.299315036	13.88893084	9.467079803	7.2	9.467079803	13.88893084
23.50775191	23.66283161	21.63330765	18.02558182	12.59485609	18.74459922	15.0359569	12	15.6	9.372299611	6	14.4	7.299315036	0	20.91445433	16.49028805	11.06345335	6.076314673	6.590174505
9.6	17.68361954	23.57503765	27.5540487	28.99533756	12.59485609	18.19731848	23.50775191	8.064142856	14.49766878	21.42462135	6.590174505	13.88893084	20.91445433	0	9.072507922	16.71234274	22.99620838	27.36
17.68361954	24	27.63232889	29.0231356	27.5540487	18.02558182	20.86206126	23.66283161	12.03833876	14.5115678	19.49178288	6.076314673	9.467079803	16.49028805	9.072507922	0	8.50562167	16.32	22.99620838
23.57503765	27.63232889	28.8	27.63232889	23.57503765	21.63330765	21.6	21.63330765	16.09968944	14.4	16.09968944	11.06345335	7.2	11.06345335	16.71234274	8.50562167	0	8.50562167	16.71234274
27.5540487	29.0231356	27.63232889	24	17.68361954	23.66283161	20.86206126	18.02558182	19.49178288	14.5115678	12.03833876	16.49028805	9.467079803	6.076314673	22.99620838	16.32	8.50562167	0	9.072507922
28.99533756	27.5540487	23.57503765	17.68361954	9.6	23.50775191	18.19731848	12.59485609	21.42462135	14.49766878	8.064142856	20.91445433	13.88893084	6.590174505	27.36	22.99620838	16.71234274	9.072507922	0
